Year,Category,Movie,Winner,Presenter,Date & Venue,Speech,year_standard,category_standard,year_count,link
1981 (54th) Academy Awards,Music (Original Song),Arthur,"Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen",Bette Midler,"March 29, 1982; Dorothy Chandler Pavilion","This is great.  I think the question most asked me in the last few months is, Why did four people write this song?  Let me say this.  When you have a film that's as wonderfully entertaining as ""Arthur,"" and a man, a composer, who scored that film as brilliant and as legendary as Burt Bacharach, then I'm not surprised if there are three of us up here with Burt, or three hundred.  But we're all very grateful to be a part of ""Arthur.""  And thanks, Arnold Stiefel. Well, I think Carol said it all. But I want to be sure and thank the always brilliant Michael Omartian who produced the record for us. And let's not forget him. And I, personally I'd like to thank my parents. Thank you. I want to thank the air traffic controller who put me in a holding pattern for two hours above JFK, and I found myself like ""Arthur"" caught between the moon and New York City. Thank you. Hi to everyone in Australia.
I just want to thank Steve Gordon for a beautiful, beautiful project to work on. It was great fun, great joy. I'm very, very happy. Thank you so much.
",1981,Music (Original Song),1981.15,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=552&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1981 (54th) Academy Awards,Best Picture,Chariots of Fire,"David Puttnam, Producer (accompanied on stage by director Hugh Hudson)",Loretta Young,"March 29, 1982; Dorothy Chandler Pavilion","Just for thirty seconds I wish I was Bette Midler.  To the most extraordinary, generous people on God's earth, not just the Academy to whom I have to be held thankful for this, but as a country to have taken what is absolutely a Cinderella picture and awarded it this and come to see it in droves is absolutely extraordinary.  I've got manyŠ—_your indulgence.  This is a Best Film Award, and three-and-a-half years ago I started out with Colin Welland and the director Hugh HudsonŠ—”Could he please stand with me?  We've been together three-and-a-half years, I'd hate not to be with him now.  Hugh. [Director Hugh Hudson joins him onstage.] I have to thank„I don't know where to start. It starts with my good friend Sandy Lieberson who made it possible in the first place. Everybody at Twentieth Century Fox. Mohamed and Dodi Fayed, who came through for us and put their money where my mouth was. And since coming here, Warner Bros. and The Ladd Company, for falling in love with the film. And literally it's thanks to them we're here tonight. Thank you very, very much.
",1981,Best Picture,1981.16,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=553&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1981 (54th) Academy Awards,Short Film (Animated),Crac,Producer,"Debra Winger, Paul Williams","March 29, 1982; Dorothy Chandler Pavilion","I thank the Academy in the name, in behalf of la Soci’©t’© Radio-Canada and all my talented camarades who worked on this film and on many others:  Hubert Tison, Normand Roger, who did so beautiful music and soundtrack.  Le R’éve du Diable, Jacques Leroux, Jean et Claude, Michel, L’©o, so many I would like to tell how much it's important to have all those people around to work.  I would say my gratitude to my wife Ghylaine, to my children, my mother, and salut Qu’©bec.  Thank you very much to you all.",1981,Short Film (Animated),1981.17,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=554&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1981 (54th) Academy Awards,Short Film (Live Action),Violet,"Paul Kemp and Shelley Levinson, Producers","Debra Winger, Paul Williams","March 29, 1982; Dorothy Chandler Pavilion","Tony Villani of the American Film Institute taught me that it's very easy to make a movie and very hard to make a good one.  If ""Violet"" is a good movie it is due to him.  He's a brilliant teacher and a wonderful critic and I'm very grateful to him.  The fact that the film is a film is due to my family of friends who supported me and loved me, and I'm very grateful to them and I'd like to particularly thank Harlan Ellison and Leanne Lowe*.  Thank you. Through abject terror and incredible joy I hope I can get to remember who to thank. I'd like to thank Shelley Levinson who directed the piece and was my co-producer, Doris Betts who supplied the original story, and Susan Baskin for a wonderful screenplay. To Didi Conn and an incredible cast, a hard-working and very patient crew. To all those who gave so freely of time, money, and everything else. And my parents, who supported me through the craziness, and the Academy, for this incredible opportunity. Thank you very much.
",1981,Short Film (Live Action),1981.18,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=555&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1981 (54th) Academy Awards,Sound,Raiders of the Lost Ark,"Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman (Charman not present)","Kristy McNichol, Christopher Atkins","March 29, 1982; Dorothy Chandler Pavilion","On this occasion last year I think I said that it takes the creative talents of a lot of people to create a soundtrack of this magnitude, and certainly the same is the case this year.  The team is almost the same.  And I think both Steve and Gregg will agree with me that we're the most fortunate sound mixers in the world to be surrounded with such talented sound people and sound engineers.  A particular acknowledgment tonight to our good friend Ben Burtt and Richard Anderson and their Special Achievement Award they received for this same motion picture.  Our thanks to all of the editorial staff, the engineers at the Samuel Goldwyn sound facility, especially our right- and left-hand man, Kevin O'Connell, again.  And to two of the best filmmakers in the world -- George Lucas, Steven Spielberg -- producers Frank Marshall and Howard Kazanjian, thank you for your trust and faith and letting us be part of this magnificent adventure.  Thank you. Thank you.
Thank you very much.
",1981,Sound Mixing,1981.19,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=556&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1981 (54th) Academy Awards,Visual Effects,Raiders of the Lost Ark,"Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston",Dan Aykroyd,"March 29, 1982; Dorothy Chandler Pavilion","Like a Boy Scout, I'm prepared this evening; I wrote it down.  This year our studio, Industrial Light & Magic, received both nominations for visual effects.  In accepting this great award I must pay tribute to our most talented crew who deserve it as much as we do.  To George Lucas; Steven Spielberg, our director; Frank Marshall, the producer; and Howard Kazanjian, executive producer; thank you for the opportunity to work on so exciting a picture.  And to my fellow Academy members, our gratitude for the wonderful trophy of all, the Oscar.  Thank you.",1981,Visual Effects,1981.2,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=557&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1981 (54th) Academy Awards,Writing (Screenplay Based on Material from Another Medium),On Golden Pond,Ernest Thompson,Jerzy Kosinski,"March 29, 1982; Dorothy Chandler Pavilion","I wrote ""On Golden Pond"" as a play four years ago for two reasons.  First, I was out of work as an actor.  And second, 'cause I believed that I had something to say and a burning need to say it.  I want to thank a few people who believed in me as a writer before it became popular to do soŠ—”this won't take very long:  Dick Coe, Steve Sharon*, Jim Prideaux, George Schaefer, and Patty McCormack who has given me so much.  I want to thank my family for its support.  I wish to hell my father was alive tonight. I want to thank my producers, Jane Fonda, Bruce Gilbert, Martin Starger, and Lord Grade, for believing in this project and believing me when I said I thought I could write a screenplay. I want to thank my director Mark Rydell for being so damn difficult to satisfy. And I want to thank an incredible company of actors for making my words sound so intelligent and funny, from Franny Sternhagen and Tom Aldredge who first said them in New York on stage, to Kate Hepburn and dear Henry and Jane and all the actors who've spent time on Golden Pond. From my heart, thank you. And I want to thank the Academy for this great, great honor. I am so proud. And if you would all see me later I would love to suck face with you all. Thank you.
",1981,Writing (Adapted Screenplay),1981.21,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=558&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1981 (54th) Academy Awards,Writing (Screenplay Written Directly for the Screen),Chariots of Fire,Colin Welland,Jerzy Kosinski,"March 29, 1982; Dorothy Chandler Pavilion","What you've done for the British film industry!  I'd just like to thank David Puttnam for having the wisdom to ask me to write it in the first place; Hugh Hudson for respecting me and my script, which is a very hard thing to find in our business as you know; all the actors for getting fit enough to appear like Olympic athletes; and to British television, where I learned my craft.  I'd like to finish with a word of warning:  You may have started something.  The British are coming.",1981,Writing (Original Screenplay),1981.22,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=559&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1981 (54th) Academy Awards,Jean Hersholt Humanitarian Award,No title.,Danny Kaye,Gregory Peck,"March 29, 1982; Dorothy Chandler Pavilion","I was a young man comparatively when I came here tonight.  I am really terribly excited to be given this great honor.  And I'm so delighted that I find myself, as we say, trembling.  If I were any more delighted I think I'd be in an institution. However, I feel a little bit guilty about all the praise that Greg lavished on me. It was really no hardship at all. Really. I am crazy about children, I am crazy about conducting, and I'm crazy about flying. I am definitely not crazy about disease or famine or neglect, but then neither are any of you. And we, all of us in our profession, share a long and wonderful tradition of doing something about it, of giving of our time and our talent wherever and whenever it's needed, without prejudice, without stint. That's one of the reasons that I'm so very, very proud of our profession and so proud to be one of you. I share this award with you, with all of you.
And I give thanks to the memory of Dag Hammarskj_ld and Maurice Pate with whom I started to work for UNICEF about twenty-eight years ago. And to Gene Ormandy, who put a baton in my hand, my little nervous hand, and made me an offer I couldn't refuse: to stand in front of a symphony orchestra and conduct. Wow, that's the greatest feeling of neurotic power in the world. You ought to try that. My very special thanks to the Board of Governors. I love this and I love you. Thank you.",1981,Honorary Award,1981.23,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=560&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1981 (54th) Academy Awards,Honorary Award,No title.,To Barbara Stanwyck for superlative creativity and unique contribution to the art of screen acting.,John Travolta,"March 29, 1982; Dorothy Chandler Pavilion","Thank you.  Thank you very much.  I'd like to thank the Board of Governors of the Academy for giving me this special award.  I tried many times to get it but I didn't make it, so this is indeed very special to me.  You don't get them alone.  There were writers, directors, producers; all their kindness to me through the many years.  And the people backstage, the remarkable crews that we have the privilege of working with:  the electricians, the property men, the stagehands, camera; they're just marvelous.  And my wonderful group, the stunt men and women who taught me so well.  I'm grateful to them and I thank them very, very much. A few years ago I stood on this stage with William Holden as a presenter. I loved him very much, and I miss him. He always wished that I would get an Oscar. And so tonight, my golden boy, you got your wish.
",1981,Honorary Award,1981.24,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=561&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1981 (54th) Academy Awards,Irving G. Thalberg Memorial Award,No title.,Albert R. Broccoli,Roger Moore,"March 29, 1982; Dorothy Chandler Pavilion","Thank you, Roger, for this marvelous award.  It's a tremendous honor to be recognized by the Academy and I'm grateful to its Board of Governors for selecting me for the Irving G. Thalberg Award.  I never dreamed when I came to Hollywood in 1934 that I'd be standing here to receive an award from a man who was the idol of all of us.  This is an important moment in my life.  I feel a great sense of accomplishment, not only for myself, but for all my colleagues with whom I've worked over the years:  the actors, the writers, the directors, those exceptionally dedicated and devoted technicians at Pinewood Studios in Great Britain, and for my associates at United Artists. In particular I'd like to acknowledge two men who were my first producing partners. The first was Irving Allen, and together we enjoyed making the films that Roger Moore mentioned. The second was my partner, former partner, Harry Saltzman, who also envisaged the possible success of ""James Bond."" And together we received the go ahead from a very dear friend of mine, Arthur Krim. Without Arthur I would not be standing here tonight at this highest point of my career. And I thank him, and I thank the Academy for allowing a farm boy from Long Island to realize this dream.
",1981,Honorary Award,1981.25,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=562&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1982 (55th) Academy Awards,Actor in a Leading Role,Gandhi,Ben Kingsley,John Travolta,"April 11, 1983; Dorothy Chandler Pavilion","Ladies and gentlemen, members of the Academy, you have bereft me of all words.  But that's not good enough; I am custodian of this award for a lot of people.  Let me say before continuing any further that I was overwhelmed to be mentioned in the same breath as the other four gentlemen who were nominated with me. This film was dedicated to Pandit Nehru, Lord Mountbatten of Burma, and Motilal Kothari, all men of great vision and courage. It was made by my friend Sir Richard Attenborough, another great man of vision and courage. And for all the men and women who worked on the film, this is an Oscar for vision, for courage, and for acting and for peace. Thank you.
",1982,Actor in a Leading Role,1982.1,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=563&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
1982 (55th) Academy Awards,Actor in a Supporting Role,An Officer and a Gentleman,"Louis Gossett, Jr.","Susan Sarandon, Christopher Reeve","April 11, 1983; Dorothy Chandler Pavilion","You know when you prepare a speech it's no use, cause it's all gone. I tried to get my kid to come up here to share this with me....
But there are some special people I would like to share this with, specifically tomorrow is the seventeenth anniversary of my relationship with my one agent, Mr. Ed Bondy. They say marriages don't last. I've got a spirit that guides me, starting with my great-grandmother who died at the age of 117, and my mom and dad who I know are watching, and my cousin Yvonne*. Thank you, you make everything fall into place. And all you other four guys, this is ours [holding up the Oscar]. Thank you.",1982,Actor in a Supporting Role,1982.2,http://aaspeechesdb.oscars.org/results.aspx?AC=NEXT_RECORD&XC=/results.aspx&BU=http%3A%2F%2Faaspeechesdb.oscars.org%2F&TN=aatrans&SN=AUTO8997&SE=1457&RN=564&MR=0&TR=0&TX=1000&ES=0&CS=0&XP=&RF=WebReportList&EF=&DF=WebReportOscars&RL=0&EL=0&DL=0&NP=255&ID=&MF=oscarsmsg.ini&MQ=&TI=0&DT=&ST=0&IR=0&NR=314&NB=0&SV=0&SS=0&BG=&FG=&QS=&OEX=ISO-8859-1&OEH=utf-8
